Time;X;Y;Z;Collected
42,11;-0,3344;-0,0010;-0,0345;False
42,12;-0,3344;-0,0010;-0,0345;False
42,13;-0,3316;-0,0010;-0,0497;False
42,13;-0,3316;-0,0010;-0,0497;False
42,15;-0,3289;-0,0011;-0,0646;False
42,16;-0,3289;-0,0011;-0,0646;False
42,17;-0,3263;-0,0011;-0,0789;False
42,18;-0,3263;-0,0011;-0,0789;False
42,18;-0,3238;-0,0011;-0,0926;False
42,19;-0,3238;-0,0011;-0,0926;False
42,20;-0,3238;-0,0011;-0,0926;False
42,20;-0,3214;-0,0011;-0,1058;False
42,21;-0,3214;-0,0011;-0,1058;False
42,21;-0,3214;-0,0011;-0,1058;False
42,22;-0,3214;-0,0011;-0,1058;False
42,22;-0,3189;-0,0011;-0,1194;False
42,23;-0,3189;-0,0011;-0,1194;False
42,23;-0,3189;-0,0011;-0,1194;False
42,24;-0,3189;-0,0011;-0,1194;False
42,24;-0,3164;-0,0011;-0,1337;False
42,25;-0,3164;-0,0011;-0,1337;False
42,25;-0,3164;-0,0011;-0,1337;False
42,26;-0,3139;-0,0010;-0,1475;False
42,27;-0,3139;-0,0010;-0,1475;False
42,28;-0,3139;-0,0010;-0,1475;False
42,28;-0,3116;-0,0010;-0,1607;False
42,29;-0,3116;-0,0010;-0,1607;False
42,30;-0,3092;-0,0009;-0,1743;False
42,32;-0,3092;-0,0009;-0,1743;False
42,32;-0,3067;-0,0009;-0,1884;False
42,33;-0,3067;-0,0010;-0,1884;False
42,33;-0,3067;-0,0010;-0,1884;False
42,34;-0,3067;-0,0010;-0,1884;False
42,34;-0,3043;-0,0009;-0,2019;False
42,35;-0,3043;-0,0009;-0,2019;False
42,35;-0,3043;-0,0009;-0,2019;False
42,35;-0,3043;-0,0009;-0,2019;False
42,36;-0,3021;-0,0009;-0,2148;False
42,37;-0,3021;-0,0009;-0,2148;False
42,37;-0,3021;-0,0009;-0,2148;False
42,38;-0,3021;-0,0009;-0,2148;False
42,38;-0,3021;-0,0009;-0,2148;False
42,38;-0,2999;-0,0009;-0,2272;False
42,39;-0,2999;-0,0009;-0,2272;False
42,39;-0,2999;-0,0009;-0,2272;False
42,40;-0,2979;-0,0009;-0,2391;False
42,40;-0,2979;-0,0009;-0,2391;False
42,41;-0,2979;-0,0009;-0,2391;False
42,41;-0,2979;-0,0009;-0,2391;False
42,42;-0,2979;-0,0009;-0,2391;False
42,42;-0,2961;-0,0009;-0,2502;False
42,43;-0,2961;-0,0009;-0,2502;False
42,43;-0,2961;-0,0009;-0,2502;False
42,44;-0,2961;-0,0009;-0,2502;False
42,44;-0,2961;-0,0009;-0,2502;False
42,44;-0,2944;-0,0009;-0,2609;False
42,46;-0,2944;-0,0009;-0,2609;False
42,46;-0,2928;-0,0008;-0,2712;False
42,47;-0,2928;-0,0008;-0,2712;False
42,47;-0,2928;-0,0008;-0,2711;False
42,47;-0,2928;-0,0008;-0,2711;False
42,48;-0,2928;-0,0008;-0,2711;False
42,48;-0,2914;-0,0008;-0,2810;False
42,49;-0,2914;-0,0008;-0,2810;False
42,49;-0,2914;-0,0008;-0,2810;False
42,50;-0,2914;-0,0008;-0,2810;False
42,50;-0,2900;-0,0009;-0,2904;False
42,51;-0,2900;-0,0009;-0,2904;False
42,51;-0,2900;-0,0009;-0,2904;False
42,52;-0,2900;-0,0009;-0,2904;False
42,52;-0,2900;-0,0009;-0,2904;False
42,52;-0,2888;-0,0009;-0,2993;False
42,53;-0,2888;-0,0009;-0,2993;False
42,53;-0,2888;-0,0009;-0,2993;False
42,54;-0,2888;-0,0009;-0,2993;False
42,54;-0,2876;-0,0009;-0,3078;False
42,55;-0,2876;-0,0009;-0,3078;False
42,55;-0,2876;-0,0009;-0,3078;False
42,55;-0,2876;-0,0009;-0,3078;False
42,56;-0,2876;-0,0009;-0,3078;False
42,56;-0,2865;-0,0008;-0,3159;False
42,57;-0,2865;-0,0008;-0,3159;False
42,57;-0,2865;-0,0008;-0,3159;False
42,57;-0,2865;-0,0008;-0,3159;False
42,58;-0,2865;-0,0008;-0,3159;False
42,58;-0,2854;-0,0008;-0,3237;False
42,59;-0,2854;-0,0008;-0,3237;False
42,59;-0,2854;-0,0009;-0,3237;False
42,61;-0,2844;-0,0008;-0,3312;False
42,61;-0,2844;-0,0008;-0,3312;False
42,62;-0,2844;-0,0008;-0,3312;False
42,62;-0,2844;-0,0008;-0,3312;False
42,63;-0,2834;-0,0008;-0,3382;False
42,63;-0,2834;-0,0008;-0,3382;False
42,63;-0,2834;-0,0008;-0,3382;False
42,64;-0,2834;-0,0008;-0,3382;False
42,64;-0,2825;-0,0008;-0,3449;False
42,65;-0,2825;-0,0008;-0,3449;False
42,65;-0,2825;-0,0008;-0,3449;False
42,66;-0,2825;-0,0008;-0,3449;False
42,66;-0,2816;-0,0008;-0,3513;False
42,66;-0,2816;-0,0008;-0,3513;False
42,67;-0,2816;-0,0008;-0,3513;False
42,67;-0,2816;-0,0008;-0,3513;False
42,68;-0,2816;-0,0008;-0,3513;False
42,68;-0,2816;-0,0008;-0,3513;False
42,68;-0,2807;-0,0008;-0,3575;False
42,69;-0,2807;-0,0008;-0,3575;False
42,70;-0,2807;-0,0008;-0,3575;False
42,70;-0,2798;-0,0008;-0,3634;False
42,71;-0,2798;-0,0008;-0,3634;False
42,72;-0,2798;-0,0008;-0,3634;False
42,72;-0,2789;-0,0008;-0,3689;False
42,73;-0,2789;-0,0008;-0,3689;False
42,74;-0,2789;-0,0008;-0,3689;False
42,74;-0,2780;-0,0008;-0,3742;False
42,75;-0,2780;-0,0008;-0,3742;False
42,76;-0,2771;-0,0008;-0,3793;False
42,77;-0,2771;-0,0008;-0,3793;False
42,78;-0,2767;-0,0002;-0,3797;False
42,78;-0,2758;-0,0004;-0,3845;False
42,79;-0,2758;-0,0004;-0,3845;False
42,80;-0,2758;-0,0004;-0,3845;False
42,80;-0,2748;-0,0006;-0,3892;False
42,81;-0,2748;-0,0006;-0,3892;False
42,81;-0,2748;-0,0006;-0,3892;False
42,82;-0,2748;-0,0006;-0,3892;False
42,82;-0,2748;-0,0006;-0,3893;False
42,83;-0,2748;-0,0006;-0,3893;False
42,84;-0,2748;-0,0006;-0,3893;False
42,84;-0,2748;-0,0006;-0,3895;False
42,85;-0,2748;-0,0006;-0,3895;False
42,85;-0,2748;-0,0006;-0,3895;False
42,86;-0,2748;-0,0006;-0,3895;False
42,86;-0,2747;-0,0006;-0,3896;False
42,87;-0,2747;-0,0006;-0,3896;False
42,87;-0,2747;-0,0006;-0,3896;False
42,88;-0,2747;-0,0006;-0,3896;False
42,88;-0,2747;-0,0006;-0,3897;False
42,89;-0,2747;-0,0006;-0,3897;False
42,90;-0,2747;-0,0006;-0,3897;False
42,90;-0,2746;-0,0007;-0,3899;False
42,92;-0,2746;-0,0007;-0,3899;False
42,92;-0,2746;-0,0007;-0,3900;False
42,93;-0,2746;-0,0007;-0,3900;False
42,94;-0,2746;-0,0007;-0,3900;False
42,94;-0,2746;-0,0007;-0,3901;False
42,95;-0,2746;-0,0007;-0,3901;False
42,95;-0,2746;-0,0007;-0,3901;False
42,96;-0,2746;-0,0007;-0,3901;False
42,97;-0,2746;-0,0007;-0,3902;False
42,97;-0,2746;-0,0007;-0,3902;False
42,98;-0,2746;-0,0007;-0,3902;False
42,98;-0,2746;-0,0008;-0,3903;False
42,99;-0,2746;-0,0008;-0,3903;False
43,00;-0,2745;-0,0008;-0,3903;False
43,00;-0,2745;-0,0008;-0,3903;False
43,01;-0,2745;-0,0008;-0,3904;False
43,01;-0,2745;-0,0008;-0,3904;False
43,02;-0,2745;-0,0008;-0,3904;False
43,02;-0,2745;-0,0008;-0,3905;False
43,03;-0,2745;-0,0008;-0,3905;False
43,04;-0,2745;-0,0008;-0,3905;False
43,04;-0,2745;-0,0008;-0,3905;False
43,04;-0,2745;-0,0008;-0,3906;False
43,05;-0,2745;-0,0008;-0,3906;False
43,06;-0,2745;-0,0007;-0,3906;False
43,07;-0,2744;-0,0008;-0,3906;False
43,08;-0,2744;-0,0008;-0,3906;False
43,09;-0,2744;-0,0008;-0,3907;False
43,09;-0,2744;-0,0009;-0,3908;False
43,10;-0,2744;-0,0009;-0,3908;False
43,10;-0,2744;-0,0009;-0,3908;False
43,11;-0,2744;-0,0009;-0,3908;False
43,11;-0,2744;-0,0009;-0,3908;False
43,12;-0,2744;-0,0008;-0,3909;False
43,13;-0,2744;-0,0008;-0,3909;False
43,14;-0,2744;-0,0008;-0,3909;False
43,14;-0,2744;-0,0008;-0,3910;False
43,15;-0,2744;-0,0008;-0,3910;False
43,15;-0,2744;-0,0008;-0,3910;False
43,16;-0,2744;-0,0008;-0,3910;False
43,16;-0,2743;-0,0008;-0,3910;False
43,17;-0,2743;-0,0008;-0,3910;False
43,18;-0,2743;-0,0008;-0,3910;False
43,18;-0,2743;-0,0008;-0,3910;False
43,18;-0,2743;-0,0008;-0,3911;False
43,19;-0,2743;-0,0008;-0,3911;False
43,19;-0,2743;-0,0008;-0,3911;False
43,20;-0,2743;-0,0008;-0,3911;False
43,20;-0,2743;-0,0009;-0,3912;False
43,21;-0,2743;-0,0009;-0,3912;False
43,21;-0,2743;-0,0009;-0,3912;False
43,23;-0,2743;-0,0009;-0,3912;False
43,23;-0,2743;-0,0009;-0,3912;False
43,24;-0,2743;-0,0009;-0,3912;False
43,24;-0,2743;-0,0009;-0,3912;False
43,25;-0,2743;-0,0009;-0,3912;False
43,25;-0,2743;-0,0009;-0,3912;False
43,25;-0,2743;-0,0009;-0,3912;False
43,26;-0,2743;-0,0009;-0,3912;False
43,27;-0,2743;-0,0008;-0,3912;False
43,27;-0,2743;-0,0008;-0,3912;False
43,28;-0,2743;-0,0008;-0,3912;False
43,28;-0,2743;-0,0008;-0,3912;False
43,29;-0,2743;-0,0008;-0,3912;False
43,29;-0,2743;-0,0008;-0,3912;False
43,30;-0,2741;-0,0009;-0,3917;False
43,31;-0,2741;-0,0009;-0,3917;False
43,31;-0,2741;-0,0009;-0,3917;False
43,32;-0,2737;-0,0009;-0,3932;False
43,33;-0,2737;-0,0009;-0,3932;False
43,34;-0,2737;-0,0008;-0,3932;False
43,35;-0,2737;-0,0008;-0,3932;False
43,36;-0,2737;-0,0008;-0,3932;False
43,37;-0,2737;-0,0008;-0,3932;False
43,39;-0,2737;-0,0008;-0,3932;False
43,39;-0,2737;-0,0008;-0,3932;False
43,40;-0,2737;-0,0008;-0,3932;False
43,41;-0,2737;-0,0008;-0,3932;False
43,41;-0,2737;-0,0008;-0,3932;False
43,42;-0,2737;-0,0008;-0,3932;False
43,43;-0,2738;-0,0009;-0,3928;False
43,43;-0,2738;-0,0009;-0,3928;False
43,44;-0,2738;-0,0009;-0,3928;False
43,44;-0,2740;-0,0009;-0,3922;False
43,45;-0,2740;-0,0009;-0,3922;False
43,46;-0,2740;-0,0008;-0,3922;False
43,46;-0,2745;-0,0008;-0,3905;False
43,47;-0,2745;-0,0008;-0,3905;False
43,47;-0,2745;-0,0008;-0,3905;False
43,48;-0,2745;-0,0008;-0,3905;False
43,49;-0,2751;-0,0008;-0,3881;False
43,49;-0,2751;-0,0008;-0,3881;False
43,50;-0,2751;-0,0008;-0,3881;False
43,51;-0,2761;-0,0008;-0,3846;False
43,51;-0,2761;-0,0008;-0,3846;False
43,52;-0,2761;-0,0008;-0,3846;False
43,54;-0,2773;-0,0009;-0,3801;False
43,54;-0,2790;-0,0009;-0,3742;False
43,55;-0,2790;-0,0009;-0,3742;False
43,55;-0,2790;-0,0009;-0,3742;False
43,56;-0,2810;-0,0009;-0,3669;False
43,57;-0,2810;-0,0009;-0,3669;False
43,58;-0,2810;-0,0008;-0,3669;False
43,58;-0,2835;-0,0008;-0,3578;False
43,59;-0,2835;-0,0008;-0,3578;False
43,59;-0,2835;-0,0008;-0,3578;False
43,60;-0,2835;-0,0008;-0,3578;False
43,61;-0,2865;-0,0009;-0,3468;False
43,61;-0,2865;-0,0009;-0,3468;False
43,62;-0,2865;-0,0009;-0,3468;False
43,62;-0,2900;-0,0008;-0,3337;False
43,63;-0,2900;-0,0008;-0,3337;False
43,63;-0,2900;-0,0008;-0,3337;False
43,64;-0,2900;-0,0008;-0,3337;False
43,64;-0,2941;-0,0008;-0,3188;False
43,65;-0,2941;-0,0008;-0,3188;False
43,65;-0,2941;-0,0008;-0,3188;False
43,66;-0,2941;-0,0008;-0,3188;False
43,67;-0,2987;-0,0008;-0,3018;False
43,67;-0,2987;-0,0008;-0,3018;False
43,69;-0,3039;-0,0008;-0,2827;False
43,70;-0,3039;-0,0008;-0,2827;False
43,70;-0,3088;-0,0009;-0,2644;False
43,71;-0,3088;-0,0009;-0,2644;False
43,71;-0,3088;-0,0009;-0,2644;False
43,72;-0,3088;-0,0009;-0,2644;False
43,72;-0,3135;-0,0009;-0,2468;False
43,73;-0,3135;-0,0009;-0,2468;False
43,73;-0,3135;-0,0008;-0,2468;False
43,74;-0,3135;-0,0008;-0,2468;False
43,74;-0,3181;-0,0008;-0,2299;False
43,75;-0,3181;-0,0008;-0,2299;False
43,75;-0,3181;-0,0008;-0,2299;False
43,76;-0,3224;-0,0008;-0,2138;False
43,77;-0,3224;-0,0008;-0,2138;False
43,77;-0,3224;-0,0008;-0,2138;False
43,78;-0,3224;-0,0008;-0,2138;False
43,78;-0,3224;-0,0008;-0,2138;False
43,78;-0,3266;-0,0008;-0,1983;False
43,79;-0,3266;-0,0008;-0,1983;False
43,79;-0,3266;-0,0008;-0,1983;False
43,80;-0,3266;-0,0008;-0,1983;False
43,80;-0,3306;-0,0008;-0,1838;False
43,81;-0,3306;-0,0008;-0,1838;False
43,81;-0,3306;-0,0008;-0,1838;False
43,81;-0,3306;-0,0008;-0,1838;False
43,82;-0,3306;-0,0008;-0,1838;False
43,82;-0,3345;-0,0008;-0,1700;False
43,84;-0,3345;-0,0008;-0,1700;False
43,84;-0,3384;-0,0008;-0,1568;False
43,85;-0,3384;-0,0008;-0,1568;False
43,85;-0,3384;-0,0008;-0,1568;False
43,86;-0,3384;-0,0008;-0,1568;False
43,86;-0,3423;-0,0009;-0,1441;False
43,87;-0,3423;-0,0009;-0,1441;False
43,87;-0,3423;-0,0009;-0,1441;False
43,87;-0,3423;-0,0009;-0,1441;False
43,88;-0,3423;-0,0009;-0,1441;False
43,88;-0,3461;-0,0009;-0,1321;False
43,88;-0,3461;-0,0009;-0,1321;False
43,89;-0,3461;-0,0009;-0,1321;False
43,89;-0,3462;-0,0008;-0,1321;False
43,90;-0,3462;-0,0008;-0,1321;False
43,90;-0,3499;-0,0008;-0,1208;False
43,91;-0,3499;-0,0008;-0,1208;False
43,91;-0,3499;-0,0008;-0,1208;False
43,92;-0,3499;-0,0008;-0,1208;False
43,92;-0,3536;-0,0009;-0,1101;False
43,93;-0,3536;-0,0009;-0,1101;False
43,93;-0,3536;-0,0009;-0,1101;False
43,93;-0,3536;-0,0009;-0,1101;False
43,94;-0,3536;-0,0009;-0,1101;False
43,94;-0,3573;-0,0009;-0,0998;False
43,95;-0,3573;-0,0009;-0,0998;False
43,95;-0,3573;-0,0009;-0,0998;False
43,95;-0,3573;-0,0009;-0,0998;False
43,96;-0,3573;-0,0009;-0,0998;False
43,96;-0,3611;-0,0009;-0,0901;False
43,97;-0,3611;-0,0009;-0,0901;False
43,97;-0,3611;-0,0009;-0,0901;False
43,98;-0,3611;-0,0009;-0,0901;False
43,99;-0,3648;-0,0009;-0,0808;False
43,99;-0,3648;-0,0009;-0,0808;False
44,00;-0,3684;-0,0008;-0,0722;False
44,01;-0,3684;-0,0008;-0,0722;False
44,01;-0,3684;-0,0008;-0,0722;False
44,01;-0,3684;-0,0008;-0,0722;False
44,02;-0,3684;-0,0008;-0,0722;False
44,02;-0,3720;-0,0008;-0,0640;False
44,03;-0,3720;-0,0008;-0,0640;False
44,03;-0,3720;-0,0009;-0,0640;False
44,04;-0,3720;-0,0009;-0,0640;False
44,04;-0,3755;-0,0008;-0,0562;False
44,05;-0,3755;-0,0008;-0,0562;False
44,05;-0,3755;-0,0008;-0,0562;False
44,05;-0,3755;-0,0008;-0,0562;False
44,06;-0,3755;-0,0008;-0,0562;False
44,06;-0,3790;-0,0008;-0,0487;False
44,07;-0,3790;-0,0008;-0,0487;False
44,07;-0,3790;-0,0008;-0,0487;False
44,08;-0,3790;-0,0008;-0,0487;False
44,08;-0,3824;-0,0008;-0,0415;False
44,08;-0,3824;-0,0008;-0,0415;False
44,09;-0,3824;-0,0008;-0,0415;False
44,09;-0,3824;-0,0008;-0,0415;False
44,10;-0,3824;-0,0008;-0,0415;False
44,10;-0,3856;-0,0008;-0,0348;False
44,11;-0,3856;-0,0008;-0,0348;False
44,12;-0,3856;-0,0008;-0,0348;False
44,12;-0,3856;-0,0008;-0,0348;False
44,13;-0,3887;-0,0008;-0,0284;False
44,13;-0,3886;-0,0008;-0,0284;False
44,15;-0,3916;-0,0008;-0,0223;False
44,16;-0,3916;-0,0008;-0,0223;False
44,16;-0,3944;-0,0008;-0,0164;False
44,17;-0,3945;-0,0008;-0,0164;False
44,17;-0,3945;-0,0008;-0,0164;False
44,18;-0,3945;-0,0008;-0,0164;False
44,18;-0,3972;-0,0008;-0,0107;False
44,19;-0,3972;-0,0008;-0,0107;False
44,20;-0,3971;-0,0008;-0,0107;False
44,20;-0,3997;-0,0008;-0,0054;False
44,21;-0,3997;-0,0008;-0,0054;False
44,21;-0,3997;-0,0008;-0,0054;False
44,22;-0,3997;-0,0008;-0,0054;False
44,23;-0,4020;-0,0009;-0,0004;False
44,23;-0,4020;-0,0009;-0,0004;False
44,24;-0,4020;-0,0009;-0,0004;False
44,24;-0,4043;-0,0009;0,0045;False
44,25;-0,4043;-0,0009;0,0045;False
44,25;-0,4043;-0,0009;0,0045;False
44,26;-0,4065;-0,0008;0,0091;False
44,27;-0,4065;-0,0008;0,0091;False
44,27;-0,4065;-0,0008;0,0091;False
44,28;-0,4065;-0,0008;0,0091;False
44,28;-0,4085;-0,0008;0,0136;False
44,30;-0,4085;-0,0008;0,0137;False
44,31;-0,4085;-0,0008;0,0137;False
44,31;-0,4085;-0,0008;0,0137;False
44,32;-0,4085;-0,0008;0,0137;False
44,33;-0,4086;-0,0008;0,0138;False
44,33;-0,4086;-0,0008;0,0138;False
44,34;-0,4086;-0,0008;0,0138;False
44,35;-0,4086;-0,0008;0,0140;False
44,36;-0,4086;-0,0008;0,0140;False
44,37;-0,4087;-0,0008;0,0141;False
44,37;-0,4087;-0,0008;0,0141;False
44,38;-0,4087;-0,0008;0,0142;False
44,39;-0,4087;-0,0008;0,0142;False
44,40;-0,4087;-0,0008;0,0142;False
44,40;-0,4088;-0,0008;0,0143;False
44,41;-0,4088;-0,0008;0,0143;False
44,42;-0,4088;-0,0008;0,0143;False
44,42;-0,4088;-0,0008;0,0144;False
44,43;-0,4088;-0,0008;0,0144;False
44,44;-0,4088;-0,0008;0,0144;False
44,45;-0,4089;-0,0008;0,0145;False
44,46;-0,4089;-0,0008;0,0145;False
44,46;-0,4089;-0,0008;0,0146;False
44,47;-0,4089;-0,0008;0,0146;False
44,48;-0,4089;-0,0008;0,0146;False
44,48;-0,4089;-0,0008;0,0147;False
44,49;-0,4089;-0,0008;0,0147;False
44,49;-0,4089;-0,0008;0,0147;False
44,50;-0,4089;-0,0008;0,0147;False
44,50;-0,4090;-0,0008;0,0147;False
44,51;-0,4090;-0,0008;0,0147;False
44,51;-0,4090;-0,0008;0,0147;False
44,52;-0,4090;-0,0008;0,0147;False
44,52;-0,4090;-0,0008;0,0147;False
44,52;-0,4090;-0,0008;0,0148;False
44,53;-0,4090;-0,0008;0,0148;False
44,54;-0,4090;-0,0008;0,0148;False
44,54;-0,4091;-0,0008;0,0149;False
44,55;-0,4091;-0,0008;0,0149;False
44,55;-0,4091;-0,0008;0,0149;False
44,56;-0,4091;-0,0008;0,0149;False
44,56;-0,4091;-0,0009;0,0150;False
44,57;-0,4091;-0,0009;0,0150;False
44,57;-0,4091;-0,0009;0,0150;False
44,58;-0,4091;-0,0009;0,0150;False
44,58;-0,4091;-0,0009;0,0150;False
44,58;-0,4091;-0,0009;0,0150;False
44,59;-0,4091;-0,0009;0,0150;False
44,61;-0,4093;-0,0035;0,0173;False
44,61;-0,4093;-0,0035;0,0173;False
44,62;-0,4093;-0,0035;0,0173;False
44,63;-0,4093;-0,0027;0,0173;False
44,63;-0,4093;-0,0027;0,0173;False
44,64;-0,4093;-0,0027;0,0173;False
44,64;-0,4093;-0,0020;0,0174;False
44,64;-0,4093;-0,0020;0,0174;False
44,65;-0,4093;-0,0020;0,0174;False
44,65;-0,4093;-0,0020;0,0174;False
44,66;-0,4093;-0,0020;0,0174;False
44,66;-0,4093;-0,0015;0,0174;False
44,67;-0,4093;-0,0015;0,0174;False
44,67;-0,4093;-0,0015;0,0174;False
44,68;-0,4093;-0,0015;0,0174;False
44,68;-0,4094;-0,0011;0,0175;False
44,69;-0,4094;-0,0011;0,0175;False
44,69;-0,4095;-0,0008;0,0174;False
44,70;-0,4095;-0,0008;0,0174;False
44,70;-0,4095;-0,0006;0,0174;False
44,71;-0,4095;-0,0006;0,0174;False
44,71;-0,4095;-0,0006;0,0174;False
44,72;-0,4095;-0,0005;0,0174;False
44,73;-0,4095;-0,0005;0,0174;False
44,73;-0,4095;-0,0005;0,0174;False
44,74;-0,4095;-0,0005;0,0174;False
44,74;-0,4095;-0,0004;0,0175;False
44,76;-0,4095;-0,0004;0,0175;False
44,76;-0,4095;-0,0004;0,0175;False
44,77;-0,4095;-0,0004;0,0175;False
44,78;-0,4095;-0,0003;0,0175;False
44,78;-0,4096;-0,0003;0,0176;False
44,79;-0,4096;-0,0003;0,0176;False
44,79;-0,4096;-0,0003;0,0176;False
44,80;-0,4096;-0,0003;0,0176;False
44,80;-0,4096;-0,0004;0,0176;False
44,81;-0,4096;-0,0004;0,0176;False
44,81;-0,4096;-0,0004;0,0176;False
44,82;-0,4096;-0,0004;0,0176;False
44,82;-0,4099;-0,0004;0,0184;False
44,83;-0,4099;-0,0004;0,0184;False
44,83;-0,4099;-0,0004;0,0184;False
44,84;-0,4099;-0,0004;0,0184;False
44,84;-0,4110;-0,0004;0,0210;False
44,85;-0,4110;-0,0004;0,0210;False
44,85;-0,4110;-0,0004;0,0210;False
44,85;-0,4110;-0,0004;0,0210;False
44,86;-0,4110;-0,0004;0,0210;False
44,87;-0,4130;-0,0026;0,0262;False
44,87;-0,4130;-0,0026;0,0262;False
44,87;-0,4130;-0,0026;0,0262;False
44,88;-0,4130;-0,0026;0,0262;False
44,88;-0,4153;-0,0019;0,0314;False
44,89;-0,4153;-0,0019;0,0314;False
44,89;-0,4153;-0,0019;0,0314;False
44,90;-0,4153;-0,0042;0,0320;False
44,91;-0,4183;-0,0029;0,0385;False
44,91;-0,4183;-0,0029;0,0385;False
44,92;-0,4183;-0,0029;0,0385;False
44,92;-0,4221;-0,0020;0,0471;False
44,93;-0,4221;-0,0019;0,0471;False
44,93;-0,4221;-0,0019;0,0471;False
44,94;-0,4221;-0,0019;0,0471;False
44,94;-0,4270;-0,0012;0,0579;False
44,95;-0,4270;-0,0012;0,0579;False
44,95;-0,4270;-0,0012;0,0579;False
44,95;-0,4270;-0,0012;0,0579;False
44,96;-0,4327;-0,0006;0,0708;False
44,97;-0,4327;-0,0006;0,0708;False
44,97;-0,4327;-0,0006;0,0708;False
44,98;-0,4327;-0,0006;0,0708;False
44,98;-0,4327;-0,0006;0,0708;False
44,98;-0,4393;-0,0002;0,0854;False
44,99;-0,4393;-0,0002;0,0854;False
44,99;-0,4393;-0,0002;0,0854;False
45,00;-0,4393;-0,0002;0,0854;False
45,00;-0,4468;0,0002;0,1019;False
45,01;-0,4468;0,0002;0,1019;False
45,01;-0,4468;0,0002;0,1019;False
45,02;-0,4468;0,0002;0,1019;False
45,02;-0,4468;0,0002;0,1019;False
45,03;-0,4553;0,0005;0,1204;False
45,03;-0,4553;0,0005;0,1204;False
45,03;-0,4553;0,0005;0,1204;False
45,04;-0,4553;0,0005;0,1204;False
45,04;-0,4647;0,0007;0,1410;False
45,05;-0,4647;0,0007;0,1410;False
45,06;-0,4736;0,0008;0,1606;True
45,07;-0,4736;0,0008;0,1606;False
45,07;-0,4736;0,0008;0,1606;False
45,08;-0,4736;0,0008;0,1606;False
45,08;-0,4821;0,0009;0,1792;False
45,09;-0,4822;0,0009;0,1791;False
45,09;-0,4822;0,0009;0,1791;False
45,10;-0,4822;0,0009;0,1791;False
45,10;-0,4903;0,0009;0,1968;False
45,11;-0,4903;0,0009;0,1968;False
45,11;-0,4903;0,0009;0,1968;False
45,12;-0,4903;0,0009;0,1968;False
45,12;-0,4982;0,0009;0,2138;False
45,13;-0,4982;0,0009;0,2138;False
45,13;-0,4982;0,0009;0,2138;False
45,13;-0,4982;0,0009;0,2138;False
45,14;-0,4982;0,0009;0,2138;False
45,14;-0,5057;0,0008;0,2300;False
45,15;-0,5057;0,0008;0,2300;False
45,15;-0,5057;0,0008;0,2300;False
45,15;-0,5057;0,0008;0,2300;False
45,16;-0,5057;0,0008;0,2300;False
45,16;-0,5128;0,0006;0,2452;False
45,17;-0,5128;0,0006;0,2452;False
45,18;-0,5128;0,0006;0,2452;False
45,18;-0,5196;0,0005;0,2596;False
45,19;-0,5196;0,0005;0,2596;False
45,19;-0,5196;0,0005;0,2596;False
45,19;-0,5196;0,0005;0,2596;False
45,20;-0,5196;0,0005;0,2596;False
45,21;-0,5261;0,0004;0,2735;False
45,23;-0,5323;0,0002;0,2868;False
45,23;-0,5323;0,0002;0,2868;False
45,24;-0,5323;0,0002;0,2867;False
45,24;-0,5383;0,0001;0,2994;False
45,25;-0,5383;0,0001;0,2994;False
45,25;-0,5383;0,0001;0,2994;False
45,26;-0,5383;0,0001;0,2994;False
45,26;-0,5439;0,0000;0,3113;False
45,27;-0,5440;0,0000;0,3113;False
45,27;-0,5440;0,0000;0,3113;False
45,28;-0,5440;0,0000;0,3113;False
45,28;-0,5440;0,0000;0,3113;False
45,28;-0,5494;-0,0001;0,3226;False
45,29;-0,5494;-0,0001;0,3226;False
45,29;-0,5494;-0,0001;0,3226;False
45,30;-0,5494;-0,0001;0,3226;False
45,30;-0,5545;-0,0002;0,3334;False
45,31;-0,5545;-0,0002;0,3334;False
45,31;-0,5545;-0,0002;0,3334;False
45,32;-0,5545;-0,0002;0,3334;False
45,32;-0,5595;-0,0003;0,3438;False
45,33;-0,5595;-0,0003;0,3438;False
45,33;-0,5595;-0,0003;0,3438;False
45,34;-0,5595;-0,0003;0,3438;False
45,34;-0,5642;-0,0004;0,3536;False
45,35;-0,5642;-0,0004;0,3536;False
45,35;-0,5642;-0,0004;0,3536;False
45,36;-0,5642;-0,0004;0,3536;False
45,37;-0,5687;-0,0004;0,3629;False
45,38;-0,5687;-0,0004;0,3629;False
45,39;-0,5729;-0,0004;0,3717;False
45,39;-0,5729;-0,0004;0,3717;False
45,40;-0,5729;-0,0005;0,3717;False
45,41;-0,5770;-0,0005;0,3801;False
45,41;-0,5770;-0,0005;0,3801;False
45,42;-0,5770;-0,0005;0,3801;False
45,42;-0,5809;-0,0005;0,3881;False
45,43;-0,5809;-0,0005;0,3881;False
45,44;-0,5809;-0,0005;0,3881;False
45,44;-0,5847;-0,0006;0,3958;False
45,45;-0,5847;-0,0006;0,3958;False
45,45;-0,5847;-0,0006;0,3958;False
45,46;-0,5882;-0,0005;0,4030;False
45,47;-0,5882;-0,0005;0,4030;False
45,47;-0,5882;-0,0005;0,4030;False
45,48;-0,5882;-0,0005;0,4030;False
45,48;-0,5916;-0,0005;0,4099;False
45,49;-0,5916;-0,0005;0,4099;False
45,50;-0,5916;-0,0005;0,4099;False
45,50;-0,5948;-0,0006;0,4164;False
